название;тип_лофт;телефон;сайт;ссылка
"бизнес-отель ""Россо Рива""Библиотека";Зал;+74957952444;N/A;https://www.loft2rent.ru/loft/42712/42716/
"бизнес-отель ""Россо Рива""Венеция";Банкетный зал;+74957952444;N/A;https://www.loft2rent.ru/loft/42712/42714/
"бизнес-отель ""Россо Рива""Милан";Конференц-зал;+74957952444;N/A;https://www.loft2rent.ru/loft/42712/42718/
"бизнес-отель ""Россо Рива""Палермо";Конференц-зал;+74957952444;N/A;https://www.loft2rent.ru/loft/42712/42729/
"бизнес-отель ""Россо Рива""Ресторан Россо Рива с Каминным залом";Ресторан;+74957952444;N/A;https://www.loft2rent.ru/loft/42712/42726/
"бизнес-отель ""Россо Рива""Римини";Переговорная;+74957952444;N/A;https://www.loft2rent.ru/loft/42712/42735/
"бизнес-отель ""Россо Рива""Сан-Ремо";Конференц-зал;+74957952444;N/A;https://www.loft2rent.ru/loft/42712/42731/
"бизнес-отель ""Россо Рива""Флоренция";Конференц-зал;+74957952444;N/A;https://www.loft2rent.ru/loft/42712/42733/
Бильярдный клуб Double KissPrivate Space с бильярдом (малый зал до 10 человек) в фудмолле Три Вокзала.Депо;Лофт, игровой зал;+79032602220;N/A;https://www.loft2rent.ru/loft/185623/186124/
Бильярдный клуб Double KissБильярд в фудмолле Три вокзала.Депо;Игровой зал;+79032602220;N/A;https://www.loft2rent.ru/loft/185623/185668/
Биркрафт Бар;Бар;+79104423061;N/A;https://www.loft2rent.ru/loft/89397/89403/
БК клуб;Зал, детский центр;8(499)3402808;N/A;https://www.loft2rent.ru/loft/198987/198997/
Благородная гнильДворец Олимпия;Зал, особняк, концертный зал;+79219089980;N/A;https://www.loft2rent.ru/loft/141287/141289/
Благородная гнильМьюзик-бар Литейный 14;Зал;+79219089980;N/A;https://www.loft2rent.ru/loft/141287/173216/
Богема;Банкетный зал, лофт;+7 (495) 478-06-38;https://www.loft2rent.ru/loft/109926/;https://www.loft2rent.ru/loft/109926/189273/
Богема;Лофт;+7 812 606 70 20;https://www.loft2rent.ru/loft/169051/;https://www.loft2rent.ru/loft/169051/169121/
Большая комната на Петроградской;Фотостудия;;https://www.loft2rent.ru/loft/157563/;https://www.loft2rent.ru/loft/157563/173173/
БОЛЬШОЙ;Банкетный зал, лофт, конференц-зал, фотостудия;+79035558942;https://www.loft2rent.ru/loft/15054/;https://www.loft2rent.ru/loft/15054/15063/
Большой зал;Учебный зал;+7 (812) 240-78-80;https://www.loft2rent.ru/loft/142338/;https://www.loft2rent.ru/loft/142338/142359/
Большой зал для мероприятий;Зал, концертный зал;+79637687698;https://www.loft2rent.ru/loft/65867/;https://www.loft2rent.ru/loft/65867/65870/
Большой зал на Балтийской;Лофт, зал, конференц-зал;+78122408585;https://www.loft2rent.ru/loft/144088/;https://www.loft2rent.ru/loft/144088/144112/
Большой Каминный Зал;Лофт, зал, концертный зал;+7 (952) 373-58-70;https://www.loft2rent.ru/loft/81543/;https://www.loft2rent.ru/loft/81543/126784/
Большой конференц-зал в Лужниках;Конференц-зал;+7 (495) 909−26−63;https://www.loft2rent.ru/loft/164090/;https://www.loft2rent.ru/loft/164090/166261/
БОЛЬШОЙ ЛОФТ 100М2 С БИЛЬЯРДОМ, ПРОЕКТОРОМ, НАСТОЛЬНЫМ ТЕННИСОМ И ДАРТС!;Лофт, учебный зал, антикафе;89120829050;https://www.loft2rent.ru/loft/83754/;https://www.loft2rent.ru/loft/83754/84266/
БОЛЬШОЙ ФИОЛЕТОВЫЙ ЗАЛ;Лофт, антикафе, кальянная;89120829050;https://www.loft2rent.ru/loft/83754/;https://www.loft2rent.ru/loft/83754/84137/
Бохо;Лофт;+7 812 606 70 20;https://www.loft2rent.ru/loft/169051/;https://www.loft2rent.ru/loft/169051/169223/
Браун;Лофт;+7 (495) 478-06-38;https://www.loft2rent.ru/loft/109926/;https://www.loft2rent.ru/loft/109926/133902/
БРАШ (BRASH);Фотостудия;+7 (925) 858-24-94;https://www.loft2rent.ru/loft/138720/;https://www.loft2rent.ru/loft/138720/138841/
БРИЗ (BREEZE);Фотостудия;+7 (925) 858-24-94;https://www.loft2rent.ru/loft/138720/;https://www.loft2rent.ru/loft/138720/204905/
БРОСКО ЛОФТ;Лофт, бар, конференц-зал, кальянная;89965349615;https://www.loft2rent.ru/loft/126318/;https://www.loft2rent.ru/loft/126318/135900/
Бруклин;Лофт, антикафе;+7 (495) 478-06-38;https://www.loft2rent.ru/loft/109926/;https://www.loft2rent.ru/loft/109926/189260/
Брусницын Лофт Брусницын Лофт;Лофт, зал, конференц-зал;+7 (953) 410-22-76;N/A;https://www.loft2rent.ru/loft/140258/140263/
БСА Конф Лужники;Концертный зал, на открытом воздухе;+7 (495) 909−26−63;https://www.loft2rent.ru/loft/164090/;https://www.loft2rent.ru/loft/164090/180454/
Бутик в БутикеПространство для камерных мероприятий Бутик в Бутике;Кабинет, банкетный зал;+7 (999) 460-44-50;N/A;https://www.loft2rent.ru/loft/202669/202673/
"Бутиковый лофт ""Гештальт клуб"" в старинном особняке на Чистых прудах";Лофт, бар, ночной клуб, клуб;7 901 417-24-60;https://www.loft2rent.ru/loft/102611/;https://www.loft2rent.ru/loft/102611/102772/
Бухта Майями;Лофт, антикафе;+7 (812) 200-78-18;https://www.loft2rent.ru/loft/75982/;https://www.loft2rent.ru/loft/75982/77275/
БЦ STROTSKISEvent Пространство;Зал;+79645119243;N/A;https://www.loft2rent.ru/loft/110939/110959/
БЦ STROTSKISSLAB BAR;Веранда;+79645119243;N/A;https://www.loft2rent.ru/loft/110939/114117/
БЦ STROTSKISКонференц зал;Конференц-зал, переговорная;+79645119243;N/A;https://www.loft2rent.ru/loft/110939/110941/
БЦ STROTSKISПереговорная EAST;Конференц-зал, переговорная;+79645119243;N/A;https://www.loft2rent.ru/loft/110939/110948/
БЦ STROTSKISПереговорная WEST;Конференц-зал, переговорная;+79645119243;N/A;https://www.loft2rent.ru/loft/110939/110952/
БЦ STROTSKISРесторан-Караоке COSMO;Ресторан;+79645119243;N/A;https://www.loft2rent.ru/loft/110939/114066/
Бэкстейдж лофт на Красном Октябре с караоке и камином;Лофт;+79165699364;https://www.loft2rent.ru/loft/66644/;https://www.loft2rent.ru/loft/66644/210842/
Бэтмен;Лофт, антикафе;+7 (812) 200-78-18;https://www.loft2rent.ru/loft/75982/;https://www.loft2rent.ru/loft/75982/77240/
Бюро Горбунова Учебный класс Бюро Горбунова;Зал, учебный зал, веранда;+79256566293;N/A;https://www.loft2rent.ru/loft/189623/189626/
Вагнер;Апартаменты, лофт, фотостудия;+79689739030;https://www.loft2rent.ru/loft/2518/;https://www.loft2rent.ru/loft/2518/56774/
Ван Гог - Светлый лофт в центре Москвы;Светлый лофт в центре Москвы - Лофт, конференц-зал;+7 (495) 032-73-90;https://www.loft2rent.ru/loft/5581/;https://www.loft2rent.ru/loft/5581/6854/
ВАТТ;Лофт;+74952924217;https://www.loft2rent.ru/loft/53255/;https://www.loft2rent.ru/loft/53255/71108/
Вдохновляющий Loft Москва-сити;Апартаменты;;https://www.loft2rent.ru/loft/107530/;https://www.loft2rent.ru/loft/107530/156373/
Вебинарная комната для работы за компьютером;Кабинет;89898415534;https://www.loft2rent.ru/loft/157491/;https://www.loft2rent.ru/loft/157491/187218/
Вегас;Лофт;+7 812 606 70 20;https://www.loft2rent.ru/loft/169051/;https://www.loft2rent.ru/loft/169051/169221/
Велетный причал;Банкетный зал, зал, конференц-зал;+79858003339;https://www.loft2rent.ru/loft/180659/;https://www.loft2rent.ru/loft/180659/180662/
Веранда гриль;Лофт, зал, конференц-зал, кальянная;89152288949;N/A;https://www.loft2rent.ru/loft/88837/88842/
Веранда Крылатские холмы;Ресторан, бар, зал, веранда;+79164400130;https://www.loft2rent.ru/loft/101001/;https://www.loft2rent.ru/loft/101001/130819/
"Веранда Лофт ""Комнаты"" аренда под мероприятия";Лофт, зал, конференц-зал, веранда;+79585410041;https://www.loft2rent.ru/loft/97591/;https://www.loft2rent.ru/loft/97591/105211/
Веранда на ВДНХ;Ресторан, зал, веранда;+79164400130;https://www.loft2rent.ru/loft/101001/;https://www.loft2rent.ru/loft/101001/169200/
Веранда на крыше винного бара Do;Бар, зал, веранда;+79819869826;https://www.loft2rent.ru/loft/141917/;https://www.loft2rent.ru/loft/141917/141949/
Версаль. Элегантный лофт с караоке и атмосферой роскоши.;Лофт, зал, антикафе;+7 495 191 41 57;https://www.loft2rent.ru/loft/142644/;https://www.loft2rent.ru/loft/142644/192370/
Вершина стиля в Москва сити лофт на 83 этаже;Апартаменты;+79111023333;https://www.loft2rent.ru/loft/107530/;https://www.loft2rent.ru/loft/107530/156426/
"Видеостудия ""Послушай Сюда!""Темный и Светлый залы";Зал, фотостудия;+79266055515;N/A;https://www.loft2rent.ru/loft/177563/177565/
Вилла дель Венто/Villa del Vento;Лофт, фотостудия;+7 952 214 34 18;https://www.loft2rent.ru/loft/94920/;https://www.loft2rent.ru/loft/94920/94931/
Винил;Лофт;+7 812 606 70 20;https://www.loft2rent.ru/loft/169051/;https://www.loft2rent.ru/loft/169051/169526/
Винил лофт с верандой рядом с метро;Лофт, зал, веранда;+7 9773592477;https://www.loft2rent.ru/loft/vinyl/;https://www.loft2rent.ru/loft/2148/90106/
Винный погреб LA Grande CaveВинный погреб La Grande Cave;Зал, конференц-зал;+7 985 922 31 91;N/A;https://www.loft2rent.ru/loft/186082/186084/
Виола - большой камерный лофт с панорамными окнами в парке Сокольники;большой камерный лофт с панорамными окнами в парке Сокольники - Банкетный зал, бар, конференц-зал, особняк;+7 (931) 111-81-02;https://www.loft2rent.ru/loft/42016/;https://www.loft2rent.ru/loft/42016/175903/
Виола Восточная - светлый лофт до 40 человек в Сокольниках;светлый лофт до 40 человек в Сокольниках - Лофт;+7 (931) 111-81-02;https://www.loft2rent.ru/loft/42016/;https://www.loft2rent.ru/loft/42016/173509/
Виола Западная - небольшой лофт с мангалом в парке;небольшой лофт с мангалом в парке - Банкетный зал, лофт, особняк, веранда;+7 (931) 111-81-02;https://www.loft2rent.ru/loft/42016/;https://www.loft2rent.ru/loft/42016/174884/
ВИП комната с ps до 10 гостей;Кальянная;8-977-333-22-18;https://www.loft2rent.ru/loft/62564/;https://www.loft2rent.ru/loft/62564/64135/
"Вип-зал в УСЗ ""Дружба"" в Лужниках";Зал;+7 (495) 909−26−63;https://www.loft2rent.ru/loft/164090/;https://www.loft2rent.ru/loft/164090/166824/
Вип-зал №4 на Новослободской;Бар;+74991163697;https://www.loft2rent.ru/loft/103317/;https://www.loft2rent.ru/loft/103317/141361/
Вип-ложа Лужники;Кабинет, конференц-зал, переговорная;+7 (495) 909−26−63;https://www.loft2rent.ru/loft/164090/;https://www.loft2rent.ru/loft/164090/181092/
ВИП-ЛОФТ С МЯГКОЙ МЕБЕЛЬЮ ОТ 7200Р;Лофт, антикафе, кальянная;89120829050;https://www.loft2rent.ru/loft/83754/;https://www.loft2rent.ru/loft/83754/99004/
Вкус & ЦветЗал Космос;Зал, спорт-зал;8 (495) 278 11 24;N/A;https://www.loft2rent.ru/loft/69354/69358/
"Водно-спортивная база ""ГАЛС""Большой шатер Антлантик";;+79588085751;N/A;https://www.loft2rent.ru/loft/177580/177603/
"Водно-спортивная база ""ГАЛС""Верхний шатер IBIZA";Шатер, на открытом воздухе;+79588085751;N/A;https://www.loft2rent.ru/loft/177580/177600/
"Водно-спортивная база ""ГАЛС""Шатер у воды MONACO";;+79588085751;N/A;https://www.loft2rent.ru/loft/177580/177602/
Воздушный лофт для девичников и гендер-пати (лофт Классик);Лофт, зал;8 (939)888-00-08;https://www.loft2rent.ru/loft/1564/;https://www.loft2rent.ru/loft/1564/87313/
Волна (Циклорама);Зал, фотостудия;+79150127722;https://www.loft2rent.ru/loft/116807/;https://www.loft2rent.ru/loft/116807/122989/
Вольт;Лофт, зал, галерея;+78122133202;https://twitter.com/sevcableport;https://www.loft2rent.ru/loft/80332/80426/
Вольта;Фотостудия, кулинарная студия;8-968-973-90-30;https://www.loft2rent.ru/loft/2518/;https://www.loft2rent.ru/loft/2518/69113/
Вольта;Лофт;+79935905884;https://www.loft2rent.ru/loft/92780/;https://www.loft2rent.ru/loft/92780/133464/
Воробьевы Холл;Лофт, ресторан, конференц-зал;+7(495) 161-67-47;N/A;https://www.loft2rent.ru/loft/150971/150983/
Восточный экспресс 1 и 2;Банкетный зал, конференц-зал, концертный зал;+7 (495) 660-53-53;https://www.loft2rent.ru/loft/200502/;https://www.loft2rent.ru/loft/200502/200532/
"Врубель - Купольное пространство в парке ""Сокольники""";"Купольное пространство в парке &quot;Сокольники&quot; - Лофт, зал";+7 (495) 032-73-90;https://www.loft2rent.ru/loft/5581/;https://www.loft2rent.ru/loft/5581/171348/
ВУД (WOOD);Зал, фотостудия;+7 (925) 858-24-94;https://www.loft2rent.ru/loft/138720/;https://www.loft2rent.ru/loft/138720/144073/
Высота 57 Lounge;Банкетный зал, ресторан, бар, кальянная;+79851305757;N/A;https://www.loft2rent.ru/loft/203654/203656/
ВЫСОТА ЛОФТ;Лофт;+79233388212;https://www.loft2rent.ru/loft/126318/;https://www.loft2rent.ru/loft/126318/169037/
Гавайи;Зал;+7 (495) 478-06-38;https://www.loft2rent.ru/loft/109926/;https://www.loft2rent.ru/loft/109926/134475/
Гавайи Лофт - двухэтажный большой лофт на Бауманской;двухэтажный большой лофт на Бауманской - Банкетный зал, лофт, бар, веранда;+7 (931) 111-81-02;https://www.loft2rent.ru/loft/42016/;https://www.loft2rent.ru/loft/42016/62440/
"Галерея ""Колокольников,17""";Лофт, бар, зал, галерея;+7 964 763 59 89;N/A;https://www.loft2rent.ru/loft/102466/102470/
Галерея дизайна;Галерея, конференц-зал, переговорная;+79266507747;N/A;https://www.loft2rent.ru/loft/119138/119149/
галерея Другое Дело;Конференц-зал, концертный зал;89262312885;N/A;https://www.loft2rent.ru/loft/75602/75660/
Галерея Лофт;Лофт, зал;+79268244318;https://www.loft2rent.ru/loft/179457/;https://www.loft2rent.ru/loft/179457/179509/
Галерея М - антикафе;антикафе - Лофт, галерея, антикафе;+79636936248;https://www.loft2rent.ru/loft/191451/;https://www.loft2rent.ru/loft/191451/192267/
Галерея Ретро Лофт! Новое пространство / Мid-Cеntury / Bаuhаus / Vinyl;Лофт, игровой зал, конференц-зал, учебный зал;89166784019;https://www.loft2rent.ru/loft/204507/;https://www.loft2rent.ru/loft/204507/204509/
Гастробар Open People;Бар;88123807838;N/A;https://www.loft2rent.ru/loft/136559/136561/
Гастрономическая улица strEATБалкон у сцены;Ресторан, бар;8(985)228-66-33;N/A;https://www.loft2rent.ru/loft/84302/84616/
Гастрономическая улица strEATБольшой балкон;Ресторан, бар, зал;8(985)228-66-33;N/A;https://www.loft2rent.ru/loft/84302/84604/
Гастрономическая улица strEATМалый балкон;Ресторан, зал;8(985)228-66-33;N/A;https://www.loft2rent.ru/loft/84302/84613/
"Гастротеатр ""Красная мельница""Гастротеатр ""Красная мельница""";Ресторан, зал, концертный зал;89139583777;N/A;https://www.loft2rent.ru/loft/168858/168901/
Геолофт;Лофт, зал;+74951355450;https://www.loft2rent.ru/loft/2003/;https://www.loft2rent.ru/loft/2003/32352/
ГЕРЦ;Лофт, зал, конференц-зал, концертный зал;+74952924217;https://www.loft2rent.ru/loft/53255/;https://www.loft2rent.ru/loft/53255/86214/
Герцег лофт аренда под мероприятия;Банкетный зал, лофт, ресторан, конференц-зал;+79585410041;https://www.loft2rent.ru/loft/97591/;https://www.loft2rent.ru/loft/97591/186238/
Гламур;Лофт;7 915 210 34 51;N/A;https://www.loft2rent.ru/loft/155834/155836/
ГНЕЗДО Африка - камерный афро-лофт 35 м²;камерный афро-лофт 35 м² - Лофт, антикафе;+7 (958) 827 71 73;https://www.loft2rent.ru/loft/16584/;https://www.loft2rent.ru/loft/16584/171945/
ГНЕЗДО Дом — двухэтажный лофт-квартира 65 м²;Лофт;+7 (958) 827 71 73;https://www.loft2rent.ru/loft/16584/;https://www.loft2rent.ru/loft/16584/162607/
Голден - тусовочный лофт с диско-шаром, фотозоной и караоке!;тусовочный лофт с диско-шаром, фотозоной и караоке! - Банкетный зал, лофт, антикафе, кальянная;+74991113716;https://www.loft2rent.ru/loft/131919/;https://www.loft2rent.ru/loft/131919/136828/
Гольф Центр на Красном Октябре;Лофт, ресторан, зал;+74997500505;N/A;https://www.loft2rent.ru/loft/76600/76828/
Гонки на радиоуправляемых монстр-траках;Лофт, игровой зал, детский центр;89681866965;N/A;https://www.loft2rent.ru/loft/173039/173047/
Горизонт;Лофт, фотостудия, переговорная;8-968-973-90-30;https://www.loft2rent.ru/loft/2518/;https://www.loft2rent.ru/loft/2518/37396/
Горизонт Событий;Зал, учебный зал, переговорная;+7 (343) 228-78-84;N/A;https://www.loft2rent.ru/loft/94347/94353/
ГОРПАБ 10/05;Ресторан, бар, кальянная;+78432034554;N/A;https://www.loft2rent.ru/loft/146917/152954/
Гостиная;Банкетный зал;+7 (999) 062-33-53;N/A;https://www.loft2rent.ru/loft/100720/100722/
Гостиная в особняке на Выборгской;Фотостудия;;https://www.loft2rent.ru/loft/157563/;https://www.loft2rent.ru/loft/157563/173192/
Гостиная для друзей с террасой;Лофт, веранда;+79360019650;https://www.loft2rent.ru/loft/107715/;https://www.loft2rent.ru/loft/107715/107717/
Гостиная №9;Лофт, крыша, переговорная;+7 (926)769-99-90;https://www.loft2rent.ru/loft/115019/;https://www.loft2rent.ru/loft/115019/156178/
Гостиница Звёздная«Звёздная»;;+79851124227;N/A;https://www.loft2rent.ru/loft/208020/208024/
ГоТайГоТай - Китайский ресторан;Банкетный зал, ресторан, конференц-зал;+7 985 890 57 25;N/A;https://www.loft2rent.ru/loft/139533/139535/
Гранд;Лофт, зал, фотостудия, учебный зал;+79150127722;https://www.loft2rent.ru/loft/116807/;https://www.loft2rent.ru/loft/116807/116814/
Гранд Лес;Банкетный зал, веранда;89250520976;https://www.loft2rent.ru/loft/125499/;https://www.loft2rent.ru/loft/125499/204419/
Гранд-холл Лужники;Зал;+7 (495) 909−26−63;https://www.loft2rent.ru/loft/164090/;https://www.loft2rent.ru/loft/164090/166255/
Графит;Зал, галерея, ночной клуб, концертный зал;+79099071169;N/A;https://www.loft2rent.ru/loft/124114/124244/
Гриндей - свежий лофт с диско-шаром, караоке и приставкой!;свежий лофт с диско-шаром, караоке и приставкой! - Лофт, антикафе, кальянная;+74991113716;https://www.loft2rent.ru/loft/131919/;https://www.loft2rent.ru/loft/131919/136833/
Гэтсби;Зал;+7 (495) 478-06-38;https://www.loft2rent.ru/loft/109926/;https://www.loft2rent.ru/loft/109926/134479/
Гэтсби;Лофт, зал, антикафе;+7(812) 443-57-02;https://www.loft2rent.ru/loft/83744/;https://www.loft2rent.ru/loft/83744/84977/
Гэтсби - cтильный тематический лофт в черно-золотых цветах с караоке, светомузыкой и фотозоной!;cтильный тематический лофт в черно-золотых цветах с караоке, светомузыкой и фотозоной! - Лофт, зал, антикафе;+7 495 191 41 57;https://www.loft2rent.ru/loft/142644/;https://www.loft2rent.ru/loft/142644/142867/
Давид;Лофт;+7 812 606 70 20;https://www.loft2rent.ru/loft/169051/;https://www.loft2rent.ru/loft/169051/169686/
Дали - Уютный лофт в стиле прованс;Уютный лофт в стиле прованс - Лофт;+7 (495) 032-73-90;https://www.loft2rent.ru/loft/5581/;https://www.loft2rent.ru/loft/5581/81945/
Даниловский Холл;Концертный зал;+7 (495) 798-51-81;https://www.loft2rent.ru/loft/28030/;https://www.loft2rent.ru/loft/28030/192132/
Дарк;Зал;+7 (495) 478-06-38;https://www.loft2rent.ru/loft/109926/;https://www.loft2rent.ru/loft/109926/134477/
Дачные Истории;Фотостудия, на открытом воздухе, веранда;89993669111;N/A;https://www.loft2rent.ru/loft/191709/191711/
Два Дивана Шоу МоскваБольшая студия + банкетная зона Два Дивана;Коворкинг, фотостудия;+7 495 877-49-55;N/A;https://www.loft2rent.ru/loft/139515/139524/
Два Дивана Шоу МоскваМалая Студия Два Дивана;Игровой зал;+7 495 877-49-55;N/A;https://www.loft2rent.ru/loft/139515/139521/
Два Дивана Шоу МоскваПереговорная / лаундж зона Два Дивана;Коворкинг;+7 495 877-49-55;N/A;https://www.loft2rent.ru/loft/139515/139518/
Две комнатыДве Комнаты Светлая комната;Лофт;89771553073;N/A;https://www.loft2rent.ru/loft/168102/168120/
Две комнатыДве комнаты. Темная комната;Лофт;89771553073;N/A;https://www.loft2rent.ru/loft/168102/168116/
Двойной зал на Калашном;Лофт, зал;+7 495 255 2522;https://www.loft2rent.ru/loft/54442/;https://www.loft2rent.ru/loft/54442/54471/
Дворец Ирины Винер Лужники;Зал, спорт-зал, конференц-зал, концертный зал;+7 (495) 909−26−63;https://www.loft2rent.ru/loft/164090/;https://www.loft2rent.ru/loft/164090/180238/
"Дворец КваренгиЗал ""Music Hall""";Бар;+79219042081;N/A;https://www.loft2rent.ru/loft/174894/174898/
"Дворец КваренгиЗал ""Белый""";Лофт;+79219042081;N/A;https://www.loft2rent.ru/loft/174894/174992/
"Дворец КваренгиЗал ""Библиотека""";Конференц-зал, концертный зал;+79219042081;N/A;https://www.loft2rent.ru/loft/174894/174995/
"Дворец КваренгиЗал ""Голубая гостиная""";Банкетный зал, зал, конференц-зал;+79219042081;N/A;https://www.loft2rent.ru/loft/174894/175067/
"Дворец КваренгиЗал ""Каминный""";Зал;+79219042081;N/A;https://www.loft2rent.ru/loft/174894/175025/
"Дворец КваренгиЗал ""Мон Плезир""";Лофт, конференц-зал;+79219042081;N/A;https://www.loft2rent.ru/loft/174894/175094/
"Дворец КваренгиЗал ""Пеликанов""";Зал;+79219042081;N/A;https://www.loft2rent.ru/loft/174894/174897/
Дворец Культур;Банкетный зал, зал, конференц-зал;74991197380;https://www.loft2rent.ru/loft/193410/;https://www.loft2rent.ru/loft/193410/193418/
"Двухуровневый лофт ""МЫВМЕСТЕ""";Лофт;+79052121332;N/A;https://www.loft2rent.ru/loft/135295/135323/
Двухуровневый лофт ЮкаЮка лофт;Коворкинг, игровой зал, детский центр;+79265261337;N/A;https://www.loft2rent.ru/loft/14310/24270/
ДВУХЭТАЖНЫЙ ЛОФТ С КАРАОКЕ СО СКИДКОЙ ОТ 10000Р;Лофт, антикафе, кальянная;89120829050;https://www.loft2rent.ru/loft/83754/;https://www.loft2rent.ru/loft/83754/118224/
Двухэтажный пентхаус с видом на Москву;Зал, крыша, на открытом воздухе;;https://www.loft2rent.ru/loft/200169/;https://www.loft2rent.ru/loft/200169/201029/
Деловой центр К29Большой зал Делового центра К29;Зал, концертный зал;+7-925-4944162;N/A;https://www.loft2rent.ru/loft/86350/86366/
Деловой центр К29Паркетный зал Делового центра К29;Конференц-зал, учебный зал;+7-925-4944162;N/A;https://www.loft2rent.ru/loft/86350/89017/
Детский и семейный лофт в Новосибирске | ПингвиЛофт;;+79931909032;N/A;https://www.loft2rent.ru/loft/150257/150259/
"Детский лофт ""мяу""Детский лофт МЯУ";Лофт, игровой зал;+79030020918;N/A;https://www.loft2rent.ru/loft/164268/164270/
Детский лофт с верандой в парке;Лофт, игровой зал, на открытом воздухе;+79013551562;https://www.loft2rent.ru/loft/58317/;https://www.loft2rent.ru/loft/58317/59076/
Детский лофт Чудо чердачокЧудо чердачок (Glow);Лофт, игровой зал, детский центр;+74993504653;N/A;https://www.loft2rent.ru/loft/104981/105098/
Детский лофт Чудо чердачокЧудо чердачок (Green);Игровой зал, детский центр;+74993504653;N/A;https://www.loft2rent.ru/loft/104981/105094/
Детский лофт Чудо чердачокЧудо чердачок (Love);Лофт, игровой зал, детский центр;+74993504653;N/A;https://www.loft2rent.ru/loft/104981/105139/
Детский лофт Чудо чердачокЧудо чердачок (Neon);Лофт, игровой зал, детский центр;+74993504653;N/A;https://www.loft2rent.ru/loft/104981/104988/
Детский лофт Чудо чердачокЧудо чердачок (Wood);Лофт, игровой зал, детский центр;8-499-350-46-53;N/A;https://www.loft2rent.ru/loft/104981/105133/
ДЕТСКИЙ ЦЕНТР НА ЛОМОНОСОВСКОМ;Зал, игровой зал, детский центр;+7 916 543-62-46;N/A;https://www.loft2rent.ru/loft/98620/98622/
Детское пространство «Гнезда»Детское пространство «Гнезда»;Лофт, игровой зал, детский центр;89165294078;N/A;https://www.loft2rent.ru/loft/132707/132723/
Джаз;Лофт, зал, антикафе;+7 (495) 478-06-38;https://www.loft2rent.ru/loft/109926/;https://www.loft2rent.ru/loft/109926/134719/
Джаз;Лофт, зал;+7(812) 443-57-02;https://www.loft2rent.ru/loft/83744/;https://www.loft2rent.ru/loft/83744/84721/
ДЖАЗ (JAZZ);Фотостудия;+7 (925) 858-24-94;https://www.loft2rent.ru/loft/138720/;https://www.loft2rent.ru/loft/138720/141532/
Джентльмены;Лофт;+7 (391) 989-86-33;https://www.loft2rent.ru/loft/164165/;https://www.loft2rent.ru/loft/164165/164167/
Джуманджи;Лофт;+7 (391) 989-86-33;https://www.loft2rent.ru/loft/164165/;https://www.loft2rent.ru/loft/164165/164170/
Джунгли;Зал;+7 (495) 478-06-38;https://www.loft2rent.ru/loft/109926/;https://www.loft2rent.ru/loft/109926/134485/
Дизайнерский лофт Гараж с караоке и игровой в 2-х минутах от метро;Лофт, ночной клуб;+7 9932617652;https://www.loft2rent.ru/loft/1665/;https://www.loft2rent.ru/loft/68944/134352/
Диско;Лофт, антикафе;+7 (495) 478-06-38;https://www.loft2rent.ru/loft/109926/;https://www.loft2rent.ru/loft/109926/188963/
Диско;Лофт;+7 812 606 70 20;https://www.loft2rent.ru/loft/169051/;https://www.loft2rent.ru/loft/169051/169512/
Диско;Лофт, антикафе;+7 (812) 200-78-18;https://www.loft2rent.ru/loft/75982/;https://www.loft2rent.ru/loft/75982/77057/
ДК КироваХолл;Зал, галерея, конференц-зал;+7 (981) 109 66 99;N/A;https://www.loft2rent.ru/loft/134314/165610/
ДК КРИСТАЛЛ клуб-лофт, концертный зал;Зал, концертный зал;++79585410041;https://www.loft2rent.ru/loft/97591/;https://www.loft2rent.ru/loft/97591/103982/
ДК Рассвет;Лофт, зал, конференц-зал, фотостудия;wa.me/79164754824;N/A;https://www.loft2rent.ru/loft/52227/52236/
Дом Business SpeechЗал Мансарда;Конференц-зал, учебный зал, переговорная;+7 (495) 680-57-88;N/A;https://www.loft2rent.ru/loft/2758/38066/
Дом Business SpeechШКМ;Конференц-зал, учебный зал, переговорная;+7 (495) 680-57-88;N/A;https://www.loft2rent.ru/loft/2758/38991/
"Дом АтлантовЗал ""Игнис""";Конференц-зал;+7 9246063249;N/A;https://www.loft2rent.ru/loft/53574/53576/
"Дом АтлантовПереговорая ""Аура""";Переговорная;+7 9246063249;N/A;https://www.loft2rent.ru/loft/53574/53681/
"Дом АтлантовПереговорная ""Аква""";Переговорная;+7 9246063249;N/A;https://www.loft2rent.ru/loft/53574/53685/
"Дом АтлантовПереговорная ""Терра""";Переговорная;+7 9246063249;N/A;https://www.loft2rent.ru/loft/53574/53679/
"Дом АтлантовПереговорная ""Футурум""";Переговорная;+7 9246063249;N/A;https://www.loft2rent.ru/loft/53574/206029/
"Дом АтлантовПереговорная ""Эфир""";Переговорная;+7 9246063249;N/A;https://www.loft2rent.ru/loft/53574/206020/
ДОМ БОСИКОМСтудия йоги;Зал, спорт-зал, учебный зал;+79670631251;N/A;https://www.loft2rent.ru/loft/73675/73678/
ДОМ ВИНТАЖНОЙ МУЗЫКИ: БОЛЬШАЯ СЦЕНА;Бар, галерея, концертный зал, клуб;+79169328983;https://www.loft2rent.ru/loft/133379/;https://www.loft2rent.ru/loft/133379/133381/
ДОМ ВИНТАЖНОЙ МУЗЫКИ: МАЛАЯ СЦЕНА;Клуб;+79169328983;https://www.loft2rent.ru/loft/133379/;https://www.loft2rent.ru/loft/133379/169682/
