Название компании,Название сделки,Телефон,Email,Сайт
Sаnsаra Lоft (Сансара Лофт). Зал Grand (Великий),Sаnsаra Lоft (Сансара Лофт). Зал Grand (Великий),79019317663,,https://www.reveltime.ru/venue/8730934?eventtype=vecherinka
Sаnsаra Lоft (Сансара Лофт). Зал Gray (Серый),Sаnsаra Lоft (Сансара Лофт). Зал Gray (Серый),79019317663,,https://www.reveltime.ru/venue/8731099?eventtype=vecherinka
Sаnsаra Lоft (Сансара Лофт). Зал Happy (Счастливый),Sаnsаra Lоft (Сансара Лофт). Зал Happy (Счастливый),79019317663,,https://www.reveltime.ru/venue/8730924?eventtype=vecherinka
Sаnsаra Lоft (Сансара Лофт). Зал LOFT (Лофт),Sаnsаra Lоft (Сансара Лофт). Зал LOFT (Лофт),79019317663,,https://www.reveltime.ru/venue/8769731?eventtype=vecherinka
Sтанция2025,Sтанция2025,74952152141,,https://www.loft2rent.ru/loft/41881/44655
T-Bank,T-Bank,78003333333,ivan@domain.ru,https://www.tbank.ru
TabooEvent venue,TabooEvent venue,79969799221,,https://www.loft2rent.ru/loft/195213/195258
Tagankaroof_TOPTagankaRoof,Tagankaroof_TOPTagankaRoof,79774854878,,https://www.loft2rent.ru/loft/77436/77460
TANDOOR,TANDOOR,79254200006,,https://www.loft2rent.ru/loft/190803/190805
Tangiers Lounge,Tangiers Lounge,79259859699,,https://www.loft2rent.ru/loft/194841/194860
Taste&TalkУютный бар в Замоскворечье,Taste&TalkУютный бар в Замоскворечье,79951130343,,https://www.loft2rent.ru/loft/134055/134224
TAU,TAU,74952551008,,https://www.loft2rent.ru/loft/182281/182284
TCI (Touring Concert International),TCI (Touring Concert International),,account@tci.ru,https://tci.ru
TCS Group (T-Bank),TCS Group (T-Bank),78003333333,ivan@domain.ru,https://www.tbank.ru
Teamфотостудия / помещение свободного назначения,Teamфотостудия / помещение свободного назначения,79992777978,,https://www.loft2rent.ru/loft/67998/105856
Teamфотостудия / помещение свободного назначения,Teamфотостудия / помещение свободного назначения,79992777978,,https://www.loft2rent.ru/loft/67998/105857
TechInsider,TechInsider,74952520999,a.bakanova@imedia.ru,https://techinsider.ru
TelePort360° (ТелеПорт360°). Лофт,TelePort360° (ТелеПорт360°). Лофт,79584974331,,https://www.reveltime.ru/venue/2231681?eventtype=vecherinka
TelePort360° (ТелеПорт360°). Лофт в торговом центре,TelePort360° (ТелеПорт360°). Лофт в торговом центре,79584611054,,https://www.reveltime.ru/venue/2661440?eventtype=vecherinka
TelePort360° (ТелеПорт360°). Лофт-студия в ТЦ,TelePort360° (ТелеПорт360°). Лофт-студия в ТЦ,79584974160,,https://www.reveltime.ru/venue/3101788?eventtype=vecherinka
Telesport,Telesport,,info@livesport.ru,https://telesport.ru
Tematika food&wine bar,Tematika food&wine bar,79165032327,,https://www.loft2rent.ru/loft/191486/191500
TERRA loft,TERRA loft,79099899933,,https://www.loft2rent.ru/loft/65325
The art soul,The art soul,79154831438,,https://www.loft2rent.ru/loft/199886/199888
The Bix Bar,The Bix Bar,74952521091,,https://thebix.bar/
The Corner Boxing Gym,The Corner Boxing Gym,79258400409,,https://www.loft2rent.ru/loft/67196/67208
The Event Hall,The Event Hall,78129935054,,https://www.loft2rent.ru/loft/95215/95219
The Family partyThe Family party,The Family partyThe Family party,79160851222,,https://www.loft2rent.ru/loft/113695/113697
The Gallery Loft (Лофт Галерея),The Gallery Loft (Лофт Галерея),79584974228,,https://www.reveltime.ru/venue/8733987?eventtype=vecherinka
The Gallery Mafia Room / Лофт для мафии и настольных игр,The Gallery Mafia Room / Лофт для мафии и настольных игр,79166784019,,https://www.loft2rent.ru/loft/204507
THE HOOK AREA,THE HOOK AREA,79163500044,,https://www.loft2rent.ru/loft/209225/209229
The Last BarКонцептуальный лофт/бар на Маросейке,The Last BarКонцептуальный лофт/бар на Маросейке,79627531414,,https://www.loft2rent.ru/loft/169865/170280
The Lobbiest,The Lobbiest,79999917444,,https://www.loft2rent.ru/loft/199380
The Party,The Party,79080760055,,https://www.loft2rent.ru/loft/169756/169798
THE RING OF FUNBABY LOFT с городом профессий,THE RING OF FUNBABY LOFT с городом профессий,74950216696,,https://www.loft2rent.ru/loft/57152/61351
THE RING OF FUNLOFT с ретро-автомобилем,THE RING OF FUNLOFT с ретро-автомобилем,74950216696,,https://www.loft2rent.ru/loft/57152/57208
THE RING OF FUNMINI LOFT,THE RING OF FUNMINI LOFT,74950216696,,https://www.loft2rent.ru/loft/57152/144204
THE RING OF FUNNEON c игровыми приставками,THE RING OF FUNNEON c игровыми приставками,74950216696,,https://www.loft2rent.ru/loft/57152/71264
THE RING OF FUNДиско Лофт с яркой фотозоной и светомузыкой,THE RING OF FUNДиско Лофт с яркой фотозоной и светомузыкой,74950216696,,https://www.loft2rent.ru/loft/57152/191161
The VOICE,The VOICE,74952520999,a.astakhova@imedia.ru,https://thevoicemag.ru
THON HALL,THON HALL,78123171220,,https://www.loft2rent.ru/loft/5338
Time Club (Клуб Времени) Гнездо. Зал Лаунж,Time Club (Клуб Времени) Гнездо. Зал Лаунж,79584055346,,https://www.reveltime.ru/venue/8694069?eventtype=vecherinka
Time Club (Клуб Времени) Камин. Кинозал,Time Club (Клуб Времени) Камин. Кинозал,79584055346,,https://www.reveltime.ru/venue/8694133?eventtype=vecherinka
Tinkoff,Tinkoff,78003333333,ivan@domain.ru,https://www.tinkoff.ru
Tinkoff Insurance,Tinkoff Insurance,78003333333,,https://www.tinkoff.ru/insurance
Tinkoff Investments,Tinkoff Investments,78003333333,ivan@domain.ru,https://www.tinkoff.ru
Tinkoff Tech,Tinkoff Tech,78003333333,ivan@domain.ru,https://tinkoff.ru
TNT,TNT,74957378666,crp@gpm-rtv.ru,https://tnt-online.ru
Today Loft,Today Loft,79688627255,,https://www.loft2rent.ru/loft/124701/124703
Today LoftGrafiti Loft,Today LoftGrafiti Loft,79688627255,,https://www.loft2rent.ru/loft/124701/168296
Today LoftПространство для мастер-классов,Today LoftПространство для мастер-классов,79688627255,,https://www.loft2rent.ru/loft/124701/189204
Tokyo Night Club - лофт в японском киберпанк стиле c караоке и PS 5 !,Tokyo Night Club - лофт в японском киберпанк стиле c караоке и PS 5 !,74991101614,,https://www.loft2rent.ru/loft/66644
Tokyo Sushi,Tokyo Sushi,74951815222,,http://tokyosushibar.ru/
TopView.citySky level 29,TopView.citySky level 29,79916272075,,https://www.loft2rent.ru/loft/174907/174909
TopView.citySky Level 52,TopView.citySky Level 52,79916272075,,https://www.loft2rent.ru/loft/174907/175333
TopView.citySky Level 54,TopView.citySky Level 54,79916272075,,https://www.loft2rent.ru/loft/174907/175335
toshasbarKaraoke King Voice,toshasbarKaraoke King Voice,79213217111,,https://www.loft2rent.ru/loft/172412/172414
toshasbarTosha'S Bar,toshasbarTosha'S Bar,79213217111,,https://www.loft2rent.ru/loft/172412/172938
toshasbarБар СМБ,toshasbarБар СМБ,79213217111,,https://www.loft2rent.ru/loft/172412/173099
Tottori,Tottori,74996780866,,https://tottori.ru/
Touch на Садовнической набережнойРесторан TOUCH,Touch на Садовнической набережнойРесторан TOUCH,74957827752,,https://www.loft2rent.ru/loft/53531/177780
TOWN,TOWN,74951201905,,https://www.loft2rent.ru/loft/5338
Transform.StudioContent,Transform.StudioContent,79267596269,,https://www.loft2rent.ru/loft/110107/125841
Transform.StudioDark,Transform.StudioDark,79267596269,,https://www.loft2rent.ru/loft/110107/125889
Transform.StudioTransform.Loft,Transform.StudioTransform.Loft,79267596269,,https://www.loft2rent.ru/loft/110107/125905
Transneft Trading,Transneft Trading,74957807363,info@rrost.ru,https://www.transneft.ru
TREFF8,TREFF8,79265740511,,https://www.loft2rent.ru/loft/139542
Treff8 Club (Трефф8 Клуб). Двухуровневый клуб под закрытие,Treff8 Club (Трефф8 Клуб). Двухуровневый клуб под закрытие,79584974331,,https://www.reveltime.ru/venue/6494840?eventtype=vecherinka
Trekhgorka creative district,Trekhgorka creative district,74951201133,arenda@profis-realty.ru,https://trekhgorka.ru
TRENERSKAYA,TRENERSKAYA,74950323635,,https://www.loft2rent.ru/loft/1926
Trite Studio,Trite Studio,,info@trite.ru,https://trite.ru
TRY Bar,TRY Bar,79999881945,,https://www.loft2rent.ru/loft/193928/193933
"TT Loft - Лофт с караоке, баром, детской комнатой и мангальной зоной","TT Loft - Лофт с караоке, баром, детской комнатой и мангальной зоной",79253166501,,https://www.loft2rent.ru/loft/184817
Turandot,Turandot,74957390011,welcome@turandot-palace.ru,https://turandot-palace.ru
TV3 Russia,TV3 Russia,74959374039,info@tv3.ru,https://tv3.ru
Tverskoy Boutique Hotel,Tverskoy Boutique Hotel,,,https://ostrovok.ru/hotel/russia/moscow/mid6297673/miniotel_sleepy_tom
Twede's Cafe,Twede's Cafe,78122007818,,https://www.loft2rent.ru/loft/75982
Twenty OneTwenty One Club,Twenty OneTwenty One Club,74951346121,,https://www.loft2rent.ru/loft/86185/86510
Twins Garden,Twins Garden,74954921963,pr@twinsgarden.ru,https://twinsgarden.ru
Umberto,Umberto,74956605353,,https://www.loft2rent.ru/loft/200502
Under (Под). Лаундж пространство,Under (Под). Лаундж пространство,79019397094,,https://www.reveltime.ru/venue/4854211?eventtype=vecherinka
Under (Под). Отдельный зал в лофте,Under (Под). Отдельный зал в лофте,79346657019,,https://www.reveltime.ru/venue/4626506?eventtype=vecherinka
UNDR BAR на ТаганскойБар на Таганской UNDR BAR,UNDR BAR на ТаганскойБар на Таганской UNDR BAR,79857675535,,https://www.loft2rent.ru/loft/40392/40394
Uni Space,Uni Space,79959808091,,https://www.loft2rent.ru/loft/169629/169631
UNIQULTURA,UNIQULTURA,79206288855,,http://uniqultura.ru
"URANIUM - светлый лофт с большим количеством окон, 7 минут от метро","URANIUM - светлый лофт с большим количеством окон, 7 минут от метро",79585782362,,https://www.loft2rent.ru/loft/loftaviator
URBAN,URBAN,74950323635,,https://www.loft2rent.ru/loft/1926
Vadvare,Vadvare,74959907223,,https://alfa.me/db1OAY
Valkirye.loftValkirye.lounge,Valkirye.loftValkirye.lounge,79379441488,,https://www.loft2rent.ru/loft/70359/70363
VC.ru,VC.ru,,deal@cmtt.ru,https://vc.ru
VechesVeches \,VechesVeches \,,,лофт
"Vega Loft - покерный стол, вид на арт-пространство","Vega Loft - покерный стол, вид на арт-пространство",74950080403,,https://www.loft2rent.ru/loft/30985
Veladora,Veladora,74953578548,,http://veladora.ru/
Veraloft Shodnya,Veraloft Shodnya,79169486628,,https://www.loft2rent.ru/loft/121209/121223
Verde Loft (Верде Лофт),Verde Loft (Верде Лофт),79584974084,,https://www.reveltime.ru/venue/8671627?eventtype=vecherinka
Verde Loft двухуровневый лофт в центре с небольшой верандой (chill & sit зона),Verde Loft двухуровневый лофт в центре с небольшой верандой (chill & sit зона),79933450544,,https://www.loft2rent.ru/loft/136868
VERO_LOFTVERO_LOFT&KARAOKE / ИСТИНА_ЛОФТиКАРАОКЕ,VERO_LOFTVERO_LOFT&KARAOKE / ИСТИНА_ЛОФТиКАРАОКЕ,79057373648,,https://www.loft2rent.ru/loft/205597/206697
Vesna Hall,Vesna Hall,79164424246,,https://vesna-hall.ru
VESNA Novaya Riga,VESNA Novaya Riga,74952803898,,https://www.loft2rent.ru/loft/85684/85686
VG Studios Светлый зал в скандинавском стиле,VG Studios Светлый зал в скандинавском стиле,79661277115,,https://www.reveltime.ru/venue/1368765?eventtype=vecherinka
VIBE STUDIOThe Creator,VIBE STUDIOThe Creator,79919898808,,https://www.loft2rent.ru/loft/153507/153509
VibesLoft (ВайбсЛофт),VibesLoft (ВайбсЛофт),79019397046,,https://www.reveltime.ru/venue/6557986?eventtype=vecherinka
VibesLoft (ВайбсЛофт),VibesLoft (ВайбсЛофт),79584974150,,https://www.reveltime.ru/venue/6351007?eventtype=vecherinka
VibesLoft (ВайбсЛофт). Лофт Purple (Пурпурный),VibesLoft (ВайбсЛофт). Лофт Purple (Пурпурный),79584974139,,https://www.reveltime.ru/venue/6402289?eventtype=vecherinka
VibesLoft (ВайбсЛофт). Лофт Луна,VibesLoft (ВайбсЛофт). Лофт Луна,79584974167,,https://www.reveltime.ru/venue/6350795?eventtype=vecherinka
VibesLoft (ВайбсЛофт). Розовый лофт-зал,VibesLoft (ВайбсЛофт). Розовый лофт-зал,79584974150,,https://www.reveltime.ru/venue/6350992?eventtype=vecherinka
Vida loft,Vida loft,74950080403,,https://www.loft2rent.ru/loft/30985
VILLA MR. PINKY,VILLA MR. PINKY,74951201905,,https://www.loft2rent.ru/loft/5338
VINOTEKA,VINOTEKA,74950323635,,https://www.loft2rent.ru/loft/1926
Vintage - атмосферный лофт в винтажном стиле,Vintage - атмосферный лофт в винтажном стиле,79031292578,,https://www.loft2rent.ru/loft/167313
VINYL,VINYL,74950323635,,https://www.loft2rent.ru/loft/1926
Vinylloft белый в центре Москвы,Vinylloft белый в центре Москвы,79773592477,,https://www.loft2rent.ru/loft/vinyl
Vinylloft на Арбате,Vinylloft на Арбате,79773592477,,https://www.loft2rent.ru/loft/vinyl
Vinylloft Терасса с мангалом и двориком с верандой,Vinylloft Терасса с мангалом и двориком с верандой,79773592477,,https://www.loft2rent.ru/loft/vinyl
Vinylloft- Кристалл с зоной барбекю,Vinylloft- Кристалл с зоной барбекю,79773592477,,https://www.loft2rent.ru/loft/vinyl
Viola Left (Виола Левый лофт). Уникальное пространство для мероприятий,Viola Left (Виола Левый лофт). Уникальное пространство для мероприятий,79676928674,,https://www.reveltime.ru/venue/7734623?eventtype=vecherinka
Viola Loft (Виола Лофт). Просторный и светлый лофт с панорамным видом в парк,Viola Loft (Виола Лофт). Просторный и светлый лофт с панорамным видом в парк,79586097164,,https://www.reveltime.ru/venue/7735174?eventtype=vecherinka
VIP LUX апартаменты в Москва-СитиThe Element №1,VIP LUX апартаменты в Москва-СитиThe Element №1,79801239715,,https://www.loft2rent.ru/loft/175184/175188
VIP LUX апартаменты в Москва-СитиThe Element №2,VIP LUX апартаменты в Москва-СитиThe Element №2,79801239715,,https://www.loft2rent.ru/loft/175184/175193
VIP LUX апартаменты в Москва-СитиThe Element №3,VIP LUX апартаменты в Москва-СитиThe Element №3,79801239715,,https://www.loft2rent.ru/loft/175184/175198
VIP LUX апартаменты в Москва-СитиThe Element №4,VIP LUX апартаменты в Москва-СитиThe Element №4,79801239715,,https://www.loft2rent.ru/loft/175184/175223
VIP апартаменты в башнях Москва-СитиIvory dreams №1,VIP апартаменты в башнях Москва-СитиIvory dreams №1,79252042927,,https://www.loft2rent.ru/loft/175171/175181
VIP апартаменты в башнях Москва-СитиIvory dreams №2,VIP апартаменты в башнях Москва-СитиIvory dreams №2,79252042927,,https://www.loft2rent.ru/loft/175171/175221
VIP апартаменты в башнях Москва-СитиIvory dreams №3,VIP апартаменты в башнях Москва-СитиIvory dreams №3,79252042927,,https://www.loft2rent.ru/loft/175171/175230
VIP-зал караоке №1 на Новослободской,VIP-зал караоке №1 на Новослободской,74991163697,,https://www.loft2rent.ru/loft/103317
VIVA DANCE / Вива Дэнс,VIVA DANCE / Вива Дэнс,79689489058,,https://www.loft2rent.ru/loft/133564/133571
VIVA DANCEBLACK GOLD  / Черное золото,VIVA DANCEBLACK GOLD  / Черное золото,79689489058,,https://www.loft2rent.ru/loft/133564/174901
"VIVA DANCEЗал в стиле ""КУБА""","VIVA DANCEЗал в стиле ""КУБА""",79689489058,,https://www.loft2rent.ru/loft/133564/186842
VK,VK,,85d71a895e71448591e0e0b21fa9e7af@stacks.vk,https://vk.com
VK,VK,,events@vk.company,https://vk.company
VK (ВКонтакте),VK (ВКонтакте),,events@vk.company,https://vk.company
VK Fest Moscow,VK Fest Moscow,,,https://vkfest.ru
VK Media,VK Media,,85d71a895e71448591e0e0b21fa9e7af@stacks.vk,https://vk.com
VK Music,VK Music,,85d71a895e71448591e0e0b21fa9e7af@stacks.vk,https://vk.com/music
VK Music Live,VK Music Live,,85d71a895e71448591e0e0b21fa9e7af@stacks.vk,https://vk.com
VK stadium концертный зал,VK stadium концертный зал,79585410041,,https://www.loft2rent.ru/loft/97591
VK Tech,VK Tech,,events@vk.company,https://vk.company
Vkusno i Tochka,Vkusno i Tochka,74957556600,info@qsrsystem.ru,https://vkusnoitochka.ru
Vodorod Film Company,Vodorod Film Company,,hi@vodorodfilm.com,https://vodorodfilm.ru
VOID HALL,VOID HALL,78123171220,,https://www.loft2rent.ru/loft/5338
Vokrug Sveta,Vokrug Sveta,,anastasiya.komarovskaya@shkulev.ru,https://www.vokrugsveta.ru
Volga-Volga,Volga-Volga,78007077661,career@volga-volga.com,https://volga-volga.com
Voltage,Voltage,79031292578,,https://www.loft2rent.ru/loft/167313
Voronin Loft (Воронин Лофт). Лофт-особняк,Voronin Loft (Воронин Лофт). Лофт-особняк,79346642952,,https://www.reveltime.ru/venue/3971131?eventtype=vecherinka
Voronin Loft (Воронин Лофт). Стильный лофт,Voronin Loft (Воронин Лофт). Стильный лофт,79584974331,,https://www.reveltime.ru/venue/6498017?eventtype=vecherinka
VORONIN Берег,VORONIN Берег,79939180493,,https://www.loft2rent.ru/loft/84536
Voyage - уютный лофт из красного кирпича на Бауманской,Voyage - уютный лофт из красного кирпича на Бауманской,79031292578,,https://www.loft2rent.ru/loft/167313
Vozduh StudioVozduh.Studio,Vozduh StudioVozduh.Studio,79060454789,,https://www.loft2rent.ru/loft/164642/164644
Vr Home (Вр Хоум). Лофт,Vr Home (Вр Хоум). Лофт,79852491213,,https://www.reveltime.ru/venue/3325310?eventtype=vecherinka
VR Home АвтозаводскаяLOUNGE с караоке и кальяном в VR HOME на Автозаводской,VR Home АвтозаводскаяLOUNGE с караоке и кальяном в VR HOME на Автозаводской,79852491213,,https://www.loft2rent.ru/loft/37779/39265
VR Home АвтозаводскаяУютный лофт на Автозаводской,VR Home АвтозаводскаяУютный лофт на Автозаводской,79852491213,,https://www.loft2rent.ru/loft/37779/155892
VR Home АвтозаводскаяУютный лофт с виртуальной реальностью + LOUNGE зал с караоке на Автозаводской,VR Home АвтозаводскаяУютный лофт с виртуальной реальностью + LOUNGE зал с караоке на Автозаводской,79852491213,,https://www.loft2rent.ru/loft/37779/41040
VR Home АвтозаводскаяУютный лофт с виртуальной реальностью на Автозаводской,VR Home АвтозаводскаяУютный лофт с виртуальной реальностью на Автозаводской,79852491213,,https://www.loft2rent.ru/loft/37779/37827
VR HOME АкадемическаяЛОФТ метро Ленинский проспект,VR HOME АкадемическаяЛОФТ метро Ленинский проспект,79165948757,,https://www.loft2rent.ru/loft/5884/152833
VR HOME АкадемическаяУютный лофт с виртуальной реальностью,VR HOME АкадемическаяУютный лофт с виртуальной реальностью,79165948757,,https://www.loft2rent.ru/loft/5884/7889
VR Home ТимирязевскаяLOUNGE С КАРАОКЕ И КАЛЬЯНОМ,VR Home ТимирязевскаяLOUNGE С КАРАОКЕ И КАЛЬЯНОМ,79911043146,,https://www.loft2rent.ru/loft/60976/68537
VR Home ТимирязевскаяПространство с панорамой и виртуальной реальностью,VR Home ТимирязевскаяПространство с панорамой и виртуальной реальностью,79911043146,,https://www.loft2rent.ru/loft/60976/61015
VR Home ТимирязевскаяУютный лофт с панорамой,VR Home ТимирязевскаяУютный лофт с панорамой,79911043146,,https://www.loft2rent.ru/loft/60976/155913
VR Home Эксклюзивный уютный лофт с виртуальной реальностью,VR Home Эксклюзивный уютный лофт с виртуальной реальностью,79852491213,,https://www.reveltime.ru/venue/1872981?eventtype=vecherinka
VR клуб,VR клуб,79652301835,,https://www.reveltime.ru/venue/3601962?eventtype=vecherinka
VseSvoi,VseSvoi,79137774230,,https://www.loft2rent.ru/loft/79147
VV&AКрасносельская,VV&AКрасносельская,79104284751,,https://www.loft2rent.ru/loft/196833/196838
VМЕСТЕЛофт со сценой и фотозонами Вместе,VМЕСТЕЛофт со сценой и фотозонами Вместе,79265913185,,https://www.loft2rent.ru/loft/123755/123759
WA Garden,WA Garden,79031088878,wa-garden@wrf.su,https://wa-garden.com/?utm_source=greatlist.com&utm_medium=partner
WA Garden,WA Garden,79031088878,,https://wa-garden.com/
Wave Studio( Студия Волна). Зал Гранд,Wave Studio( Студия Волна). Зал Гранд,79893636021,,https://www.reveltime.ru/venue/5655174?eventtype=vecherinka
Wave.studio / Вэйв студияКвартира,Wave.studio / Вэйв студияКвартира,79150127722,,https://www.loft2rent.ru/loft/116807/122975
West Loft (Вест лофт). Многофункциональный арт-лофт,West Loft (Вест лофт). Многофункциональный арт-лофт,79584974150,,https://www.reveltime.ru/venue/4058729?eventtype=vecherinka
WEST SIDE LOFT на Белорусской с караоке и PS 5 !,WEST SIDE LOFT на Белорусской с караоке и PS 5 !,74993025298,,https://www.loft2rent.ru/loft/66644
WEST SIDE VIP на Белорусской с караоке и PS5 !,WEST SIDE VIP на Белорусской с караоке и PS5 !,74993025298,,https://www.loft2rent.ru/loft/66644
Western loft - просторный лофт в стиле дикого запада,Western loft - просторный лофт в стиле дикого запада,79163809757,,https://www.loft2rent.ru/loft/60562
WHITE,WHITE,74950323635,,https://www.loft2rent.ru/loft/1926
WHITE HALL,WHITE HALL,78123171220,,https://www.loft2rent.ru/loft/5338
White House Лофт,White House Лофт,79774237709,,https://www.loft2rent.ru/loft/123833/123840
White Loft,White Loft,79522841397,,https://www.loft2rent.ru/loft/177148/177150
WHITE LOFT,WHITE LOFT,79215770757,,https://www.loft2rent.ru/loft/177716/177719
White Loft,White Loft,79936053121,,https://www.loft2rent.ru/loft/30979
White Lux Ap Moscow City,White Lux Ap Moscow City,79958998202,,https://www.loft2rent.ru/loft/171815
White Mare - апартаменты,White Mare - апартаменты,79218888879,,https://www.loft2rent.ru/loft/76631
White Mare - дом на воде,White Mare - дом на воде,79218888879,,https://www.loft2rent.ru/loft/76631
White Mare - лофт на воде,White Mare - лофт на воде,79218888879,,https://www.loft2rent.ru/loft/76631
White Rabbit,White Rabbit,74955105101,banquet.whiterabbit@wrf.su,https://whiterabbitmoscow.ru
White rabbit,White rabbit,74955105101,,https://whiterabbitmoscow.ru/ru/
White Rabbit Chef’s Table,White Rabbit Chef’s Table,74951618888,adv@wrf.su,https://whiterabbitfamily.ru
Whitefox на НагатинскойЗал с циклорамой / Вайт Фокс,Whitefox на НагатинскойЗал с циклорамой / Вайт Фокс,79653246648,,https://www.loft2rent.ru/loft/157199/157207
Whitefox на НагатинскойИнтерьерный зал / Вайт Фокс,Whitefox на НагатинскойИнтерьерный зал / Вайт Фокс,79653246648,,https://www.loft2rent.ru/loft/157199/157201
Wine & Crab,Wine & Crab,74951390041,info@winecrab.ru,https://winecrab.ru
Wine Loft,Wine Loft,74950080403,,https://www.loft2rent.ru/loft/30985
WINGS.club (company group)Конференц-зал на Ленинском проспекте,WINGS.club (company group)Конференц-зал на Ленинском проспекте,79264661718,,https://www.loft2rent.ru/loft/77474/181857
WINGS.club (company group)Малый Белый Зал на Ленинском Проспекте,WINGS.club (company group)Малый Белый Зал на Ленинском Проспекте,79264661718,,https://www.loft2rent.ru/loft/77474/170190
Wink,Wink,,partners@wink.ru,https://wink.ru
Wink Production,Wink Production,,partners@wink.ru,https://wink.ru
Winzavod,Winzavod,74959174646,kids@winzavod.ru,https://winzavod.ru
Woman.ru (Shkulev),Woman.ru (Shkulev),,admin@woman.ru,https://www.woman.ru
WOOD,WOOD,74951201905,,https://www.loft2rent.ru/loft/5338
Wood. Вуд. Яркий и уютный лофт,Wood. Вуд. Яркий и уютный лофт,79584974215,,https://www.reveltime.ru/venue/4951857?eventtype=vecherinka
Work Shop Loft (Воркшоп Лофт). Зал 1 с верандой,Work Shop Loft (Воркшоп Лофт). Зал 1 с верандой,79584974089,,https://www.reveltime.ru/venue/3187614?eventtype=vecherinka
Work Shop Loft (Воркшоп Лофт). Зал 10,Work Shop Loft (Воркшоп Лофт). Зал 10,79584974228,,https://www.reveltime.ru/venue/729268?eventtype=vecherinka
Work Shop Loft (Воркшоп Лофт). Зал 11,Work Shop Loft (Воркшоп Лофт). Зал 11,79346695974,,https://www.reveltime.ru/venue/540417?eventtype=vecherinka
Work Shop Loft (Воркшоп Лофт). Зал 2 с верандой,Work Shop Loft (Воркшоп Лофт). Зал 2 с верандой,79346691548,,https://www.reveltime.ru/venue/3265843?eventtype=vecherinka
Work Shop Loft (Воркшоп Лофт). Зал 9,Work Shop Loft (Воркшоп Лофт). Зал 9,79584973975,,https://www.reveltime.ru/venue/2626298?eventtype=vecherinka
WorkShop Loft 1,WorkShop Loft 1,74951203454,,https://www.loft2rent.ru/loft/workshoploft
WorkShop Loft 10,WorkShop Loft 10,74951203454,,https://www.loft2rent.ru/loft/workshoploft
WorkShop Loft 11,WorkShop Loft 11,74951203454,,https://www.loft2rent.ru/loft/workshoploft
WorkShop Loft 2,WorkShop Loft 2,74951203454,,https://www.loft2rent.ru/loft/workshoploft
WorkShop Loft 9,WorkShop Loft 9,74951203454,,https://www.loft2rent.ru/loft/workshoploft
World Class,World Class,,,https://www.worldclass.ru
WOW Land,WOW Land,79999255575,,https://www.loft2rent.ru/loft/178603
"WOW — камерный лофт с караоке в центре, 8 минут от метро","WOW — камерный лофт с караоке в центре, 8 минут от метро",79585782362,,https://www.loft2rent.ru/loft/loftaviator
X-Fit Club (сеть),X-Fit Club (сеть),74951419232,3612191@mail.ru,https://xfit.ru
X-Fit Premium,X-Fit Premium,74951419232,3612191@mail.ru,https://www.xfit.ru
X5 Group,X5 Group,74956628888,,https://www.x5.ru
Ya-cafe 1,Ya-cafe 1,79057975744,,https://www.loft2rent.ru/loft/97970
YA-cafe 2,YA-cafe 2,79057975744,,https://www.loft2rent.ru/loft/97970
YA-cafe 3,YA-cafe 3,79057975744,,https://www.loft2rent.ru/loft/97970
Ya-Loft 1,Ya-Loft 1,79057975744,,https://www.loft2rent.ru/loft/97970
Ya-Loft 2,Ya-Loft 2,79057975744,,https://www.loft2rent.ru/loft/97970
Yar Restaurant,Yar Restaurant,74959602004,banket@yar-restoran.ru,https://yar-restoran.ru
Yota,Yota,,,https://www.yota.ru
You Working,You Working,79259998499,,https://www.loft2rent.ru/loft/121029/121539
You Working Измайловский,You Working Измайловский,79259998499,,https://www.loft2rent.ru/loft/121029
Zafferano Loft,Zafferano Loft,74994902999,,https://www.loft2rent.ru/loft/108473/108495
Zavidovo,Zavidovo,78005505511,booking@zavidovo-golf.ru,https://zavidovo.com
Zetta Insurance,Zetta Insurance,74959671744,customer@zettains.ru,https://www.zettains.ru
Zvezda TV,Zvezda TV,,a.kharkov@caredstar.ru,https://tvzvezda.ru
«ДОНЖОН» - три атмосферных лофта со СПА-зонойЛофт 2,«ДОНЖОН» - три атмосферных лофта со СПА-зонойЛофт 2,79685270202,,https://www.loft2rent.ru/loft/179415/179454
«ДОНЖОН» - три атмосферных лофта со СПА-зонойЛофт 3,«ДОНЖОН» - три атмосферных лофта со СПА-зонойЛофт 3,79685270202,,https://www.loft2rent.ru/loft/179415/179465
«НеДома»,«НеДома»,79020992265,,https://www.loft2rent.ru/loft/208510
ÁMURA,ÁMURA,79851122322,amura.event@gmail.com,http://amuraevent.ru
Úность,Úность,79256020607,,https://www.loft2rent.ru/loft/162570/162604
А53: Secret Gallery (Секретная галерея),А53: Secret Gallery (Секретная галерея),79910172113,,https://www.reveltime.ru/venue/6482549?eventtype=vecherinka
Абракадабра,Абракадабра,79671853333,,https://www.loft2rent.ru/loft/129279
Авангард. Яркий зал с авторским дизайном,Авангард. Яркий зал с авторским дизайном,79346608162,,https://www.reveltime.ru/venue/3316621?eventtype=vecherinka
Авиатор,Авиатор,74998773459,,https://www.loft2rent.ru/loft/aviator
Авиатор,Авиатор,74954780638,,https://www.loft2rent.ru/loft/109926
Авито Банк,Авито Банк,79376152620,avtolombard116@inbox.ru,https://avitobank.ru
